time_seconds,latitude,longitude,ai_speed_kmh,fused_speed_kmh,aligned_heading_deg
4142.521,52.4065,-1.580745,35.83330871006438,35.83330871006438,102.60594322031528
4142.621,52.40649808681153,-1.580730175379935,39.49097208423019,37.00383933879067,101.57594322031531
4142.723,52.406496113130316,-1.5807151338110734,36.38653560589166,36.835787783291195,102.38594322031531
4142.821,52.40649420844924,-1.580701036001128,34.54396466856888,35.981518412204544,102.19594322031526
4142.922,52.40649229350457,-1.5806868503025355,33.72597327673068,35.12903408927258,99.8359432203153
4143.021,52.406490366970026,-1.5806727578038422,36.57650947397405,35.624494996328686,101.48594322031528
4143.121,52.40648849500686,-1.5806590344974594,32.11526862821081,34.340714396501355,101.88594322031531
4143.221,52.406486616531616,-1.5806454646130492,33.61665877380794,33.98093461912906,101.31594322031526
4143.322,52.40648462031558,-1.5806314139533348,36.618983671944065,34.881954614772944,101.30594322031527
4143.421,52.40648277082887,-1.5806178727345994,33.06814209677115,34.22942314972551,100.47594322031529
4143.521,52.40648087991963,-1.5806043377036074,33.590329385702546,33.90901174212759,101.05594322031527
4143.621,52.40647903139219,-1.5805910352713963,32.6489726762975,33.317475082551304,99.16594322031528
4143.721,52.40647725076386,-1.5805782248460511,30.02717899594797,32.08560593583713,101.56594322031526
4143.821,52.40647551940977,-1.580565390629846,32.33532850209629,32.09909041473134,99.37594322031526
4143.922,52.40647379884134,-1.580552604927728,30.911353988779354,31.65751754346185,101.07594322031531
4144.021,52.40647207421139,-1.58053986752238,33.948108024048985,32.184289643674425,100.19594322031526
4144.122,52.406470356769425,-1.58052680407046,32.85556556586788,32.31102960076464,98.28594322031529
4144.222,52.406468668518414,-1.5805142096947675,30.662170284948466,31.489974156491368,98.17594322031528
4144.322,52.40646711958528,-1.58050171480792,30.78671686824022,31.136886521245106,95.87594322031526
4144.422,52.4064655768307,-1.580489151826557,31.91417792783648,31.294974517158472,98.53594322031529
4144.521,52.40646409361945,-1.580476621358278,32.325583663669235,31.485720407518,96.48594322031528
4144.621,52.40646269163436,-1.5804638289831692,32.47139366790809,31.739876787270664,96.82594322031531
4144.721,52.406461292362366,-1.5804506929728261,34.33148345984809,32.56430105808589,97.43594322031527
4144.821,52.40645992908627,-1.580437322069124,34.417743991836694,33.10546509308364,97.05594322031527
4144.922,52.406458551278185,-1.58042373569178,33.831157842285265,33.301057982143185,96.99594322031527
4145.021,52.40645724381326,-1.5804106354271408,31.880114163607143,32.744396503487316,99.07594322031531
4145.121,52.406455949046794,-1.5803975191947874,32.08532736860889,32.44727723286759,99.19594322031526
4145.221,52.40645471166854,-1.5803841669157426,34.67951881521318,32.981162307302434,97.54594322031528
4145.321,52.40645363135273,-1.5803721536291395,22.991987939383854,29.654209867742722,97.86594322031527
4145.422,52.40645255958635,-1.5803603705636113,27.03607322288867,28.80500504983025,96.9059432203153
4145.521,52.40645154445426,-1.5803488491140054,28.091074609141398,28.715174696284326,95.8959432203153
4145.621,52.406450565160924,-1.580337165806225,28.97484011122581,28.799408526196586,94.23594322031528
4145.721,52.40644965139236,-1.5803254764998098,28.674980937221726,28.77940905808761,96.24594322031527
4145.821,52.406448790685275,-1.5803139496322176,27.345498093540137,28.359396776014233,97.34594322031529
4145.922,52.40644795927643,-1.580302499854614,27.06738320646079,27.879643040821225,97.17594322031528
4146.021,52.40644716295777,-1.5802917396582585,25.074814026358247,26.737078804850526,96.54594322031528
4146.121,52.40644641525428,-1.5802811550542104,24.803947276516414,26.020970493396046,96.7059432203153
4146.222,52.40644566479698,-1.580270444553976,25.680030938998037,26.06698556434493,96.81594322031526
4146.321,52.40644491293116,-1.5802602862650394,23.62648181927166,25.241496010219787,97.9059432203153
4146.422,52.40644413356856,-1.5802501829006619,23.650718634053895,24.623268914665243,98.73594322031528
4146.521,52.40644336880529,-1.5802408249233773,20.89574683550394,23.28979594184139,98.49594322031527
4146.621,52.406442580063135,-1.5802310667984003,25.26672112013035,24.038201333100865,96.32594322031531
4146.722,52.40644171833726,-1.5802209293177145,26.113577402652872,24.74804293608173,97.84594322031529
4146.822,52.406440790199625,-1.580210056433787,30.73026185076641,26.810932293585182,96.99594322031527
4146.922,52.40643979376555,-1.580198407136105,32.38039291822947,28.726575913256482,96.99594322031527
4147.021,52.406438748485584,-1.580186193850632,33.03173358580393,30.421896266411462,98.84594322031529
4147.122,52.40643764749222,-1.580173451710006,32.62286114419746,31.11649641904735,97.34594322031529
4147.222,52.406436567214406,-1.5801607093516632,31.839791133822857,31.416666241815566,97.4659432203153
4147.321,52.40643540552739,-1.5801475216761638,35.31792506956269,32.86780175792504,98.06594322031526
4147.422,52.406434227317064,-1.5801337542861666,34.6150245942386,33.61388042067148,96.5859432203153
4147.522,52.40643335875911,-1.5801219230970427,20.979357578052802,29.100941853052372,96.28594322031529
4147.621,52.40643258874099,-1.5801110623737304,23.014154322245545,26.97078006309794,95.98594322031528
4147.721,52.40643185602772,-1.5801008888545194,21.510977824760868,25.01689933763254,96.10594322031528
4147.821,52.406431007185034,-1.5800895408177378,33.25387569042851,27.92014644338547,94.98594322031528
4147.922,52.40643004683107,-1.5800770422972237,35.45023311165023,30.45871916934706,92.9659432203153
4148.021,52.40642909497776,-1.5800634354556566,39.69542568204856,33.78433839065087,92.6559432203153
4148.122,52.40642818459876,-1.580048881772005,38.17777547887382,35.373606948859006,93.3359432203153
4148.221,52.406427307380596,-1.580034213657052,37.90514738549657,36.3557088765117,93.56594322031526
4148.321,52.406426539073294,-1.5800195600280815,34.96936880556663,35.916989301015185,90.54594322031528
4148.422,52.40642581531216,-1.58000464755443,36.865361655167874,36.17054288706592,91.61594322031527
4148.522,52.406425168728944,-1.5799895436381948,38.326108077832025,36.97539925450274,90.01594322031531
4148.621,52.40642462638211,-1.5799751721598176,32.77954374472928,35.51830749789317,88.37594322031526
